id,liens,textes,vegetarien,vegan,crudivore,sans_gluten,alixproof,sans_noix,sucré/salé,Commentaires,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1,https://quandnadcuisine.fr/salade-de-quinoa-a-la-mexicaine/,"Let’s go en cuisine pour préparer cette salade de quinoa à la mexicaine! Imprimer Épingler la recette 5 de 1 vote Salade de quinoa à la mexicaine Temps de préparation15 minutes min Temps de cuisson15 minutes min Type de plat: Plat principalCuisine: Mexicaine Mots-clés: avocat, gâteaux maison, haricots rouges, poivrons rouges, quinoa, salade Portions: 4 Ingrédients 200 g de quinoa1 petit oignon rouge (ou 1/2 s'il est gros)1 poivron rouge250 g de haricots rouges250 g de maïs1 avocatPour la sauce:1/2 cc de moutarde25 g de vinaigre de cidre20 g de miel25 g d'huile d'olive30 g de jus de citron vert10 g de coriandre ciselée1 gousse d'ailquelques gouttes de tabascosel, poivre InstructionsCommencer par rincer le quinoa sous l'eau froide puis le faire cuire dans une casserole d'eau bouillante salée le temps indiqué sur le paquet.Passer le quinoa cuit sous l'eau froide puis égoutter.Le placer dans un saladier avec l'oignon émincé, le poivron en dés, les haricots rouges et le maïs égouttés ainsi que l'avocat en dés.Mélanger tous les ingrédients de la sauce (ciseler la coriandre et écraser l'ail avant de les ajouter).Verser dans le saladier et mélanger.Servir la salade bien fraîche.",1,1,0,1,1,1,salé,,,,,,,,,,,,,,,,,
2,https://quandnadcuisine.fr/bricks-au-thon-et-tomates-sechees/,"Let’s go en cuisine pour préparer ces bricks au thon et tomates séchées! Imprimer Épingler la recette 5 de 1 vote Bricks au thon et au tomates séchées Temps de préparation25 minutes min Temps de cuisson15 minutes min Type de plat: Apéritif, Brunch, Entrée, Plat principal Mots-clés: feuilles de brick, fromage frais, mozzarella, thon, tomates séchées Portions: 16 Ingrédients 240 g de thon (poids net égoutté)1 petit oignon rouge6 tomates séchées à l'huile1 oeuf1 cs de fromage frais (type St Môret)2 cc de mélange d'épices (ail, basilic, coriandre, curcuma et cumin)sel, poivre8 feuilles de brickenviron 60 g de mozzarella râpée InstructionsDans un petit saladier, émietter le thon puis ajouter l'oignon finement haché, les tomates séchées en petits morceaux, l'oeuf, le fromage frais et les épices.Saler et poivrer puis bien mélanger.Préchauffer le four à 200° (chaleur tournante).Couper les feuilles de brick en deux avec des ciseaux.Replier la moitié de feuille en deux de façon à obtenir une bande. Déposer une cuillère de garniture en bas, ajouter une belle pincée de mozzarella et plier comme sur le schéma.Déposer les bricks au fur et à mesure sur une plaque tapissée d'une feuille de cuisson.Avec un pinceau, les badigeonner avec un peu d'huile du bocal de tomates séchées.Enfourner et laisser cuire environ 15 min (jusqu'à ce que les bricks soient dorées).Notes:A déguster, en apéro, en entrée ou pourquoi pas en plat principal pour le soir, avec une bonne salade.",0,0,0,0,0,1,salé,,,,,,,,,,,,,,,,,
3,https://quandnadcuisine.fr/ballotins-au-chevre-et-au-bacon/,"Let’s go en cuisine pour préparer ces ballotins au chèvre et au bacon! Imprimer Épingler la recette 5 de 4 votes Ballotins au chèvre et au bacon Temps de préparation20 minutes min Type de plat: Entrée Mots-clés: bacon, bûche de chèvre, feuilles de brick Portions: 12 Matériel nécessaireMoule à muffins Ingrédients 40 g de beurre9 feuilles de brick150 g d’allumettes de bacon160 g de bûche de chèvre3 oeufs25 cl de crème liquidesel, poivrequelques brins de ciboulette InstructionsPréchauffer le four à 180° (chaleur tournante).Faire fondre le beurre dans un récipient adapté au micro-ondes.Avec un pinceau, badigeonner les feuilles de brick de beurre fondu et les découper en 4 avec des ciseaux.Déposer 3 morceaux de feuille de brick en quinconce par empreinte.Répartir les allumettes de bacon dans chaque empreinte ainsi que le chèvre coupé en petits cubes.Dans un bol, mélanger les œufs avec la crème, saler légèrement (à cause du fromage et du bacon) et poivrer.Verser l'appareil dans les empreintes.Enfourner et laisser cuire 15 min. Servir chaud avec une salade.",0,0,0,0,0,1,salé,,,,,,,,,,,,,,,,,
4,https://quandnadcuisine.fr/clafoutis-petits-pois-et-surimi/,"Let’s go en cuisine pour préparer ces clafoutis petits pois et surimi! Imprimer Épingler la recette 5 de 3 votes Clafoutis petits pois et surimi Temps de préparation15 minutes min Temps de cuisson36 minutes min Type de plat: Plat principal Mots-clés: clafoutis salé, mozzarella, petits pois, surimi Portions: 6 Matériel nécessaireMoule grands ronds (10 cm de diamètre) Ingrédients 200 g de petits pois (poids net écossés)3 oeufs30 g de farine40 cl de crème liquidesel, piment d'Espelette7 bâtonnets de surimi1 boule de mozzarella InstructionsPréchauffer le four à 180° (chaleur tournante).Faire cuire les petits pois écossés environ 6 min dans une casserole d'eau bouillante salée. Egoutter.Pendant ce temps, fouetter dans un saladier les oeufs avec la farine, puis la crème. Saler et ajouter une belle pincée de piment d'Espelette.Dans le fond des empreintes, répartir le surimi et la mozzarella coupés en morceaux, ainsi que les petits pois.Verser doucement le contenu du saladier dans les empreintes.Enfourner et laisser cuire 30 min.Laisser tiédir avant de démouler.Notes:On peut très bien utiliser des petits pois surgelés.Pour une entrée, utiliser des empreintes (ou des ramequins) plus petites.",0,0,0,0,0,1,salé,,,,,,,,,,,,,,,,,
5,https://quandnadcuisine.fr/clafoutis-poireaux-chorizo-a-la-multidelices/,"Let’s go en cuisine pour préparer ces clafoutis poireaux chorizo! Imprimer Épingler la recette 5 de 1 vote Clafoutis poireaux chorizo à la multidélices Temps de préparation10 minutes min Temps de cuisson45 minutes min Type de plat: Entrée, Plat principal Mots-clés: chorizo, clafoutis, multidélices, parmesan, poireaux Portions: 6 Matériel nécessaireYaourtière Multidélices Ingrédients 1 échalote2 blancs de poireaux1 filet d'huile d'olive20 g de maïzena10 cl de lait2 gros oeufs50 g de parmesan râpésel, poivre40 g de chorizo + 12 rondelles InstructionsEmincer l'échalote pelée et les blancs de poireaux. Chauffer l'huile dans une sauteuse et les faire revenir une dizaine de minutes en mélangeant régulièrement. Saler et poivrer.Dans un saladier, délayer la maïzena dans le lait puis ajouter les oeufs. Bien mélanger avec un fouet.Incorporer le parmesan. Saler (modérément à cause du fromage) et poivrer.Répartir la poêlée de poireaux dans 6 pots de la yaourtière et verser l'appareil aux oeufs dessus.Tailler les 40 g de chorizo en petits morceaux et les répartir également dans les pots.Déposer 2 rondelles de chorizo sur le dessus de chaque clafoutis.Remplir le réservoir de la yaourtière avec de l'eau et placer les pots sur le support.Fermer le couvercle de la multidélices et lancer la cuisson pour 35 min en programme 4 (desserts lactés).Notes:Si vous avez la multidélices 12 pots, n'oubliez pas de boucher les trous restants avec des couvercles.Sans multidélices, cuire 15 min au cookeo dans le panier vapeur ou encore une vingtaine de minutes au four.",0,0,0,1,0,1,salé,,,,,,,,,,,,,,,,,
6,https://quandnadcuisine.fr/pesto-de-fanes-de-radis/,"Let’s go en cuisine pour préparer ce pesto de fanes de radis! Imprimer Épingler la recette 5 de 2 votes Pesto de fanes de radis Une délicieuse variante du pesto verde au basilic que l'on connaît! Temps de préparation10 minutes min Type de plat: Recette de base Mots-clés: fanes de radis, parmesan, pesto, poudre d’amandes Matériel nécessaireMixeur Ingrédients les fanes d’une belle botte de radis (du jardin c'est encore meilleur!)2 gousses d’ail2 cs de poudre d’amande60 g de parmesan râpéle zeste d’un citron facultatifsel, poivre70 g d’huile d’olive InstructionsDans le bol d'un robot mixeur (ici le thermomix), hacher les fanes de radis lavées et séchées avec la gousse d'ail (3 coups de turbo).Ajouter le reste des ingrédients et redonner quelques impulsions de turbo (racler les parois entre chaque).Quand la texture est homogène (mais pas complètement lisse non plus), vider le contenu du bol dans un pot et conserver au réfrigérateur.Notes:A servir avec des pâtes ou sur des tartines gourmandes sur lesquelles on ajoute quelques rondelles de tomates, des lamelles fines de jambon cru et de parmesan.",1,0,1,0,0,0,salé,,,,,,,,,,,,,,,,,
7,https://quandnadcuisine.fr/tartines-figues-et-chevre/,"Let’s go en cuisine pour préparer ces tartines figues et chèvre! Imprimer Épingler la recette 4.75 de 4 votes Tartines figues et chèvre Temps de préparation5 minutes min Temps de cuisson5 minutes min Type de plat: Entrée Mots-clés: bûche de chèvre, chèvre frais, figues, noix, pain Portions: 2 Ingrédients 2 tranches de pain de campagne2 cs de chèvre frais1 belle figue (2 si elles sont petites)2-3 rondelles de bûche de chèvre2-3 noixthymdu miel InstructionsPréchauffer le gril du four à 210°.Passer les tranches de pain au grille-pain (facultatif, mais ça permet au pain d'être bien croustillant) puis les poser les tranches sur une plaque couverte de papier cuisson.Les tartiner de fromage de chèvre frais.Couper la figue en 6 et la répartir sur les tranches.Répartir également les 1/2 rondelles de bûche de chèvre.Saupoudrer de noix concassées et de thym effeuillé.Arroser d'un filet de miel.Passer sous le gril du four environ 5 min, le temps pour le fromage de fondre et à la figue de dorer légèrement.Servir aussitôt nappé d'un petit filet de miel, sur un lit de salade.",1,0,0,0,0,0,salé,,,,,,,,,,,,,,,,,
8,https://quandnadcuisine.fr/salade-de-pommes-de-terre-au-citron/,"Let’s go en cuisine pour préparer cette salade de pommes de terre au citron! Imprimer Épingler la recette 5 de 4 votes Salade de pommes de terre au citron Temps de préparation10 minutes min Temps de cuisson15 minutes min Type de plat: Entrée, Plat principal Mots-clés: olives, pois chiches, pommes de terre, tomates Portions: 4 Ingrédients 10 pommes de terre200 g de pois chiches (poids net égouttés)2 tomates (ou 250 g de tomates cerises)12 olives noires1/2 oignon rouge (ou 1 échalote)quelques brins de persilPour la sauce:4 cs d'huile d'olive1 citronsel, poivre InstructionsFaire cuire les pommes de terre à la vapeur pendant 15 min.Laisser refroidir puis les peler.Les couper en rondelles et les placer dans un saladier.Ajouter les pois chiches, les tomates en petits morceaux, les olives coupées en deux ainsi que l'oignon en fines lamelles.Ajouter le zeste finement râpé du citron et le persil ciselé.Dans un bol, mélanger l'huile d'olive avec le jus du citron. Saler et poivrer.Verser sur la salade et mélanger.Servir bien frais.Notes:Pour la rendre plus complète, n'hésitez pas à ajouter une boîte de thon.",1,1,0,1,0,1,salé,,,,,,,,,,,,,,,,,
9,https://quandnadcuisine.fr/terrine-de-courgettes-au-thon-et-au-chevre-frais/,"Let’s go en cuisine pour préparer cette terrine de courgettes au thon et au chèvre frais! Imprimer Épingler la recette Terrine de courgettes au thon Temps de préparation10 minutes min Temps de cuisson5 minutes min Temps de prise au froid4 heures h Type de plat: Entrée Mots-clés: chèvre frais, courgettes, terrine, thon Portions: 8 Matériel nécessaireMoule à bûche (ou à cake) Ingrédients 500 g de courgettes3 feuilles de gélatine soit 6 g200 g de chèvre frais100 g de crème épaisse ou de fromage blanc1 gousse d'ailsel poivre 5 baies280 g de thon poids net égoutté InstructionsLaver et ébouter les courgettes (si la peau semble un peu épaisse, les peler une bande sur deux). Les couper en fines rondelles puis les faire cuire à la vapeur (pour moi 5 min au cookeo). Pendant ce temps, faire ramollir les feuilles de gélatine dans un bol d'eau froide.Dans un saladier, mélanger les courgettes encore chaudes avec les feuilles de gélatine bien essorées entre les mains. Laisser tiédir.Dans un petit saladier, écraser le fromage de chèvre avec une fourchette puis le fouetter avec la crème, l'ail écrasé, le sel et le poivre. Verser cette préparation sur les courgettes et ajouter le thon émietté. Bien mélanger. Verser dans le moule choisi, le tapoter sur la table pour bien répartir la préparation puis placer au frais au moins 4 h (toute la nuit c'est mieux).Déguster bien frais.",0,0,0,1,0,1,salé,,,,,,,,,,,,,,,,,
10,https://quandnadcuisine.fr/veloute-de-navets-et-patates-douces-aux-epices-tandoori/,"Let’s go en cuisine pour préparer ce velouté de navets et patates douces aux épices tandoori! Imprimer Épingler la recette 5 de 2 votes Velouté de navets et patates douces aux épices tandoori Temps de préparation10 minutes min Temps de cuisson25 minutes min Type de plat: Entrée Mots-clés: épices tandoori, navets, patate douce, soupe, velouté Portions: 4 Matériel nécessaireThermomix Ingrédients 250 g d'oignons750 g de patates douces150 g de navets 1 l d'eauépices tandoori (à doser selon les goûts)sel, poivrede la crème fraîche et des noisettes pour servir InstructionsPeler les légumes et les couper en cubes réguliers.Les placer dans le bol du thermomix avec l'eau, les épices, du sel et du poivre.Cuire 25 min à 100°, vitesse 2.A la sonnerie, mixer finement en montant progressivement jusqu'à la vitesse 10.Ajuster l'assaisonnement et servir avec un filet de crème et des noisettes concassées.Notes:Sans thermomix, mettre tous les ingrédients dans une grande casserole et laisser cuire 25-30 min. Mixer ensuite dans un blender ou avec un mixeur plongeant.Si vous préférez les veloutés moins épais, ajouter un peu d'eau après avoir mixé.",1,0,0,1,0,0,salé,,,,,,,,,,,,,,,,,
